reservation_c,os_cat,dd,browser_cat,reservation_n,no_of_purchases_last_7_days,day,month,year,Boo,rand,NOP_before_purchase
Non-Purchase,Windows,D,MSIE,0,0,31-Aug-10,01-03-2018,01-03-1920,FALSE,459.9370168,5
Purchase,Windows,D,MSIE,1,0,01-Sep-10,01-04-2018,01-04-1920,FALSE,56.35341915,36
Non-Purchase,Windows,D,MSIE,0,0,02-Sep-10,01-05-2018,01-05-1920,FALSE,328.6239581,3
Non-Purchase,Windows,D,Firefox,0,0,03-Sep-10,01-06-2018,01-06-1920,FALSE,715.4373941,6
Non-Purchase,iOS,T,Safari,0,0,04-Sep-10,01-07-2018,01-07-1920,FALSE,900.025321,2
Non-Purchase,iOS,T,Safari,0,0,05-Sep-10,01-08-2018,01-08-1920,FALSE,974.0686498,2
Non-Purchase,iOS,T,Safari,0,0,06-Sep-10,01-09-2018,01-09-1920,FALSE,5.479191249,5
Non-Purchase,Windows,D,Chrome,0,0,07-Sep-10,01-10-2018,01-10-1920,FALSE,519.627716,5
Non-Purchase,Windows,D,MSIE,0,0,08-Sep-10,01-11-2018,01-11-1920,FALSE,670.3542732,10
Non-Purchase,Windows,D,MSIE,0,0,09-Sep-10,01-12-2018,01-12-1920,FALSE,711.1711109,7
Non-Purchase,Windows,D,MSIE,0,0,10-Sep-10,01-01-2019,01-01-1921,FALSE,702.2497019,4
Non-Purchase,Windows,D,Chrome,0,0,11-Sep-10,01-02-2019,01-02-1921,FALSE,861.5222196,5
Non-Purchase,Windows,D,MSIE,0,0,12-Sep-10,01-03-2019,01-03-1921,FALSE,121.3317218,12
Non-Purchase,Windows,D,Chrome,0,0,13-Sep-10,01-04-2019,01-04-1921,FALSE,382.5444659,5
Non-Purchase,Windows,D,Chrome,0,0,14-Sep-10,01-05-2019,01-05-1921,FALSE,135.093168,27
Non-Purchase,Windows,D,Chrome,0,0,15-Sep-10,01-06-2019,01-06-1921,FALSE,449.1803629,16
Non-Purchase,Windows,D,Chrome,0,0,16-Sep-10,01-07-2019,01-07-1921,FALSE,990.0828675,5
Non-Purchase,Windows,D,MSIE,0,0,17-Sep-10,01-08-2019,01-08-1921,FALSE,702.6335639,2
Non-Purchase,Windows,D,MSIE,0,0,18-Sep-10,01-09-2019,01-09-1921,FALSE,247.2447292,4
Non-Purchase,Windows,D,Chrome,0,0,19-Sep-10,01-10-2019,01-10-1921,FALSE,746.2800052,3
Non-Purchase,Windows,D,Chrome,0,0,20-Sep-10,01-11-2019,01-11-1921,FALSE,915.9548427,28
Non-Purchase,Windows,D,MSIE,0,0,21-Sep-10,01-12-2019,01-12-1921,FALSE,668.9242854,5
Non-Purchase,Windows,D,Chrome,0,0,22-Sep-10,01-01-2020,01-01-1922,FALSE,191.3668399,4
Non-Purchase,Windows,D,Firefox,0,0,23-Sep-10,01-02-2020,01-02-1922,FALSE,238.7290353,2
Non-Purchase,Windows,D,MSIE,0,0,24-Sep-10,01-03-2020,01-03-1922,FALSE,375.7902851,3
Non-Purchase,Windows,D,Chrome,0,0,25-Sep-10,01-04-2020,01-04-1922,FALSE,426.1799362,2
Non-Purchase,Mac,D,Chrome,0,0,26-Sep-10,01-05-2020,01-05-1922,FALSE,432.8181147,6
Non-Purchase,Windows,D,Chrome,0,0,27-Sep-10,01-06-2020,01-06-1922,FALSE,247.5344751,5
Non-Purchase,Windows,D,Chrome,0,0,28-Sep-10,01-07-2020,01-07-1922,FALSE,684.2718577,4
Non-Purchase,iOS,T,Safari,0,0,29-Sep-10,01-08-2020,01-08-1922,FALSE,670.60071,2
Non-Purchase,Windows,D,Chrome,0,0,30-Sep-10,01-09-2020,01-09-1922,FALSE,569.7480593,4
Non-Purchase,Windows,D,MSIE,0,0,01-Oct-10,01-10-2020,01-10-1922,FALSE,998.5676691,28
Non-Purchase,Windows,D,Firefox,0,0,02-Oct-10,01-11-2020,01-11-1922,FALSE,49.23392457,10
Non-Purchase,Windows,D,MSIE,0,0,03-Oct-10,01-12-2020,01-12-1922,FALSE,645.0492401,9
Non-Purchase,Windows,D,MSIE,0,0,04-Oct-10,01-01-2021,01-01-1923,FALSE,366.2826716,4
Non-Purchase,Windows,D,MSIE,0,0,05-Oct-10,01-02-2021,01-02-1923,FALSE,693.6675497,5
Non-Purchase,Windows,D,Chrome,0,0,06-Oct-10,01-03-2021,01-03-1923,FALSE,128.3821152,10
Non-Purchase,Android,T,Chrome,0,0,07-Oct-10,01-04-2021,01-04-1923,FALSE,87.61423859,10
Non-Purchase,Windows,D,Chrome,0,0,08-Oct-10,01-05-2021,01-05-1923,FALSE,2.183974787,4
Non-Purchase,Windows,D,MSIE,0,0,09-Oct-10,01-06-2021,01-06-1923,FALSE,185.8399786,3
Non-Purchase,Windows,D,MSIE,0,0,10-Oct-10,01-07-2021,01-07-1923,FALSE,400.6038303,2
Non-Purchase,Windows,D,MSIE,0,0,11-Oct-10,01-08-2021,01-08-1923,FALSE,995.5752751,11
Non-Purchase,Windows,D,Chrome,0,0,12-Oct-10,01-09-2021,01-09-1923,FALSE,291.2388554,6
Non-Purchase,Android,T,Chrome,0,0,13-Oct-10,01-10-2021,01-10-1923,FALSE,89.87536515,4
Non-Purchase,Windows,D,MSIE,0,0,14-Oct-10,01-11-2021,01-11-1923,FALSE,247.4932324,4
Non-Purchase,Android,T,Chrome,0,0,15-Oct-10,01-12-2021,01-12-1923,FALSE,628.9270677,2
Non-Purchase,Windows,D,Chrome,0,1,16-Oct-10,01-01-2022,01-01-1924,TRUE,851.6062209,4
Non-Purchase,iOS,T,Safari,0,0,17-Oct-10,01-02-2022,01-02-1924,FALSE,986.4060732,4
Non-Purchase,Windows,D,MSIE,0,0,18-Oct-10,01-03-2022,01-03-1924,FALSE,565.318004,14
Non-Purchase,Windows,D,Chrome,0,0,19-Oct-10,01-04-2022,01-04-1924,FALSE,714.2598357,12
Non-Purchase,Windows,D,Chrome,0,0,20-Oct-10,01-05-2022,01-05-1924,FALSE,937.6434629,4
Non-Purchase,Others,D,Firefox,0,0,21-Oct-10,01-06-2022,01-06-1924,FALSE,248.5377671,3
Non-Purchase,Windows,D,Chrome,0,0,22-Oct-10,01-07-2022,01-07-1924,FALSE,640.760502,2
Purchase,Windows,D,Chrome,1,0,23-Oct-10,01-08-2022,01-08-1924,FALSE,937.9647967,6
Non-Purchase,Windows,D,MSIE,0,0,24-Oct-10,01-09-2022,01-09-1924,FALSE,184.8302025,3
Non-Purchase,Windows,D,Firefox,0,0,25-Oct-10,01-10-2022,01-10-1924,FALSE,75.72244379,19
Non-Purchase,Windows,D,Firefox,0,0,26-Oct-10,01-11-2022,01-11-1924,FALSE,544.2000337,5
Non-Purchase,Windows,D,MSIE,0,0,27-Oct-10,01-12-2022,01-12-1924,FALSE,417.4619892,4
Non-Purchase,Windows,D,MSIE,0,0,28-Oct-10,01-01-2023,01-01-1925,FALSE,414.7929326,16
Non-Purchase,Windows,D,Chrome,0,1,29-Oct-10,01-02-2023,01-02-1925,TRUE,552.7566371,4
Non-Purchase,Windows,D,Chrome,0,0,30-Oct-10,01-03-2023,01-03-1925,FALSE,939.4927893,32
Purchase,Windows,D,Chrome,1,0,31-Oct-10,01-04-2023,01-04-1925,FALSE,374.4891679,5
Non-Purchase,Windows,D,Chrome,0,0,01-Nov-10,01-05-2023,01-05-1925,FALSE,172.9077049,7
Non-Purchase,Android,T,Chrome,0,0,02-Nov-10,01-06-2023,01-06-1925,FALSE,574.9957168,3
Purchase,Mac,D,Chrome,1,0,03-Nov-10,01-07-2023,01-07-1925,FALSE,612.2566361,12
Non-Purchase,iOS,T,Safari,0,0,04-Nov-10,01-08-2023,01-08-1925,FALSE,196.2816901,2
Non-Purchase,Windows,D,MSIE,0,0,05-Nov-10,01-09-2023,01-09-1925,FALSE,330.6557472,2
Purchase,Windows,D,Chrome,1,0,06-Nov-10,01-10-2023,01-10-1925,FALSE,963.5060042,2
Non-Purchase,Mac,D,Firefox,0,0,07-Nov-10,01-11-2023,01-11-1925,FALSE,646.0268022,15
Non-Purchase,Windows,D,MSIE,0,0,08-Nov-10,01-12-2023,01-12-1925,FALSE,74.01112087,3
Non-Purchase,Windows,D,Chrome,0,0,09-Nov-10,01-01-2024,01-01-1926,FALSE,23.52500714,19
Non-Purchase,Windows,D,MSIE,0,0,10-Nov-10,01-02-2024,01-02-1926,FALSE,173.1611966,5
Non-Purchase,Windows,D,Chrome,0,0,11-Nov-10,01-03-2024,01-03-1926,FALSE,185.2693817,4
Non-Purchase,Windows,D,Firefox,0,0,12-Nov-10,01-04-2024,01-04-1926,FALSE,523.6095724,6
Non-Purchase,Windows,D,Chrome,0,0,13-Nov-10,01-05-2024,01-05-1926,FALSE,835.1225509,17
Non-Purchase,Windows,D,Chrome,0,0,14-Nov-10,01-06-2024,01-06-1926,FALSE,351.9654402,5
Non-Purchase,iOS,T,Chrome,0,0,15-Nov-10,01-07-2024,01-07-1926,FALSE,428.069298,2
Non-Purchase,iOS,T,Safari,0,0,16-Nov-10,01-08-2024,01-08-1926,FALSE,47.32882403,5
Non-Purchase,iOS,T,Safari,0,0,17-Nov-10,01-09-2024,01-09-1926,FALSE,894.5124202,3
Non-Purchase,Mac,D,Safari,0,0,18-Nov-10,01-10-2024,01-10-1926,FALSE,118.8867175,4
Non-Purchase,iOS,T,Safari,0,0,19-Nov-10,01-11-2024,01-11-1926,FALSE,536.3673093,3
Non-Purchase,Windows,D,MSIE,0,0,20-Nov-10,01-12-2024,01-12-1926,FALSE,945.8970445,2
Non-Purchase,iOS,T,Safari,0,0,21-Nov-10,01-01-2025,01-01-1927,FALSE,881.0575872,2
Non-Purchase,iOS,T,Safari,0,0,22-Nov-10,01-02-2025,01-02-1927,FALSE,468.6814881,4
Purchase,Windows,D,Firefox,1,0,23-Nov-10,01-03-2025,01-03-1927,FALSE,152.9404745,64
Non-Purchase,Windows,D,MSIE,0,0,24-Nov-10,01-04-2025,01-04-1927,FALSE,663.861717,4
Non-Purchase,Windows,D,Chrome,0,0,25-Nov-10,01-05-2025,01-05-1927,FALSE,589.9042433,5
Purchase,Windows,D,MSIE,1,0,26-Nov-10,01-06-2025,01-06-1927,FALSE,320.5972578,16
Non-Purchase,iOS,T,Safari,0,0,27-Nov-10,01-07-2025,01-07-1927,FALSE,754.7886549,2
Non-Purchase,Windows,D,Chrome,0,0,28-Nov-10,01-08-2025,01-08-1927,FALSE,744.3681233,2
Non-Purchase,Windows,D,Chrome,0,0,29-Nov-10,01-09-2025,01-09-1927,FALSE,462.5743573,3
Non-Purchase,Windows,D,Chrome,0,0,30-Nov-10,01-10-2025,01-10-1927,FALSE,218.1097642,5
Non-Purchase,Windows,D,Chrome,0,0,01-Dec-10,01-11-2025,01-11-1927,FALSE,643.3744528,10
Non-Purchase,iOS,T,Safari,0,0,02-Dec-10,01-12-2025,01-12-1927,FALSE,955.6631536,2
Non-Purchase,Windows,D,Chrome,0,0,03-Dec-10,01-01-2026,01-01-1928,FALSE,780.6626371,10
Non-Purchase,Windows,D,MSIE,0,0,04-Dec-10,01-02-2026,01-02-1928,FALSE,469.6786111,5
Non-Purchase,Windows,D,Chrome,0,0,05-Dec-10,01-03-2026,01-03-1928,FALSE,607.035222,4
Non-Purchase,Windows,D,MSIE,0,0,06-Dec-10,01-04-2026,01-04-1928,FALSE,201.0163595,13
Non-Purchase,Windows,D,Chrome,0,0,07-Dec-10,01-05-2026,01-05-1928,FALSE,709.9131105,5
Non-Purchase,Windows,D,Chrome,0,0,08-Dec-10,01-06-2026,01-06-1928,FALSE,329.3176898,7
Non-Purchase,Mac,D,Chrome,0,0,09-Dec-10,01-07-2026,01-07-1928,FALSE,616.3565298,8
Non-Purchase,Windows,D,MSIE,0,0,10-Dec-10,01-08-2026,01-08-1928,FALSE,14.30788971,2
Non-Purchase,Windows,D,MSIE,0,0,11-Dec-10,01-09-2026,01-09-1928,FALSE,776.475172,6
Non-Purchase,Windows,D,Firefox,0,0,12-Dec-10,01-10-2026,01-10-1928,FALSE,313.4017054,20
Non-Purchase,Mac,D,Chrome,0,0,13-Dec-10,01-11-2026,01-11-1928,FALSE,420.9123889,3
Non-Purchase,Mac,D,Chrome,0,0,14-Dec-10,01-12-2026,01-12-1928,FALSE,245.4632403,5
Purchase,Windows,D,MSIE,1,1,15-Dec-10,01-01-2027,01-01-1929,TRUE,325.8065029,7
Non-Purchase,Windows,D,MSIE,0,0,16-Dec-10,01-02-2027,01-02-1929,FALSE,120.1144397,5
Non-Purchase,iOS,T,Safari,0,0,17-Dec-10,01-03-2027,01-03-1929,FALSE,414.4780648,5
Non-Purchase,Mac,D,Firefox,0,0,18-Dec-10,01-04-2027,01-04-1929,FALSE,991.0425243,42
Non-Purchase,Mac,D,Firefox,0,0,19-Dec-10,01-05-2027,01-05-1929,FALSE,474.7411502,16
Non-Purchase,Windows,D,MSIE,0,0,20-Dec-10,01-06-2027,01-06-1929,FALSE,590.0941098,3
Non-Purchase,Windows,D,Chrome,0,0,21-Dec-10,01-07-2027,01-07-1929,FALSE,628.1579235,8
Non-Purchase,Android,T,Others,0,0,22-Dec-10,01-08-2027,01-08-1929,FALSE,132.0099287,3
Non-Purchase,Windows,D,Chrome,0,0,23-Dec-10,01-09-2027,01-09-1929,FALSE,551.2533806,26
Non-Purchase,Android,T,Others,0,0,24-Dec-10,01-10-2027,01-10-1929,FALSE,557.2461501,9
Non-Purchase,Windows,D,Firefox,0,0,25-Dec-10,01-11-2027,01-11-1929,FALSE,795.8662894,3
Non-Purchase,iOS,T,Safari,0,0,26-Dec-10,01-12-2027,01-12-1929,FALSE,3.848562749,3
Non-Purchase,Windows,D,Chrome,0,0,27-Dec-10,01-01-2028,01-01-1930,FALSE,962.3325942,9
Purchase,Windows,D,MSIE,1,1,28-Dec-10,01-02-2028,01-02-1930,TRUE,877.395169,10
Purchase,Windows,D,Chrome,1,1,29-Dec-10,01-03-2028,01-03-1930,TRUE,492.3755323,5
Non-Purchase,Others,D,Chrome,0,0,30-Dec-10,01-04-2028,01-04-1930,FALSE,629.8879106,4
Non-Purchase,Windows,D,MSIE,0,0,31-Dec-10,01-05-2028,01-05-1930,FALSE,790.0120461,10
Non-Purchase,Windows,D,MSIE,0,0,01-Jan-11,01-06-2028,01-06-1930,FALSE,816.4961019,4
Non-Purchase,Windows,D,Firefox,0,0,02-Jan-11,01-07-2028,01-07-1930,FALSE,78.57690084,4
Non-Purchase,Windows,D,MSIE,0,0,03-Jan-11,01-08-2028,01-08-1930,FALSE,598.83758,2
Non-Purchase,Windows,D,Safari,0,0,04-Jan-11,01-09-2028,01-09-1930,FALSE,428.6749728,8
Non-Purchase,Windows,D,MSIE,0,0,05-Jan-11,01-10-2028,01-10-1930,FALSE,22.76741155,2
Non-Purchase,iOS,T,Safari,0,0,06-Jan-11,01-11-2028,01-11-1930,FALSE,59.27143691,8
Non-Purchase,iOS,T,Safari,0,0,07-Jan-11,01-12-2028,01-12-1930,FALSE,14.85159343,4
Non-Purchase,Windows,D,Chrome,0,0,08-Jan-11,01-01-2029,01-01-1931,FALSE,282.7936628,4
Non-Purchase,Windows,D,Chrome,0,0,09-Jan-11,01-02-2029,01-02-1931,FALSE,564.3012744,6
Non-Purchase,Windows,D,MSIE,0,0,10-Jan-11,01-03-2029,01-03-1931,FALSE,527.6369811,3
Non-Purchase,Windows,D,MSIE,0,0,11-Jan-11,01-04-2029,01-04-1931,FALSE,4.596766124,2
Non-Purchase,Others,D,Chrome,0,0,12-Jan-11,01-05-2029,01-05-1931,FALSE,378.2140517,5
Non-Purchase,Android,T,Chrome,0,0,13-Jan-11,01-06-2029,01-06-1931,FALSE,976.1688551,10
Non-Purchase,Mac,D,Chrome,0,0,14-Jan-11,01-07-2029,01-07-1931,FALSE,303.0826867,4
Non-Purchase,Mac,D,Chrome,0,0,15-Jan-11,01-08-2029,01-08-1931,FALSE,530.8724831,20
Non-Purchase,Windows,D,Chrome,0,0,16-Jan-11,01-09-2029,01-09-1931,FALSE,903.6973402,7
Non-Purchase,Windows,D,MSIE,0,0,17-Jan-11,01-10-2029,01-10-1931,FALSE,924.9940571,3
Purchase,Windows,D,MSIE,1,0,18-Jan-11,01-11-2029,01-11-1931,FALSE,790.153341,22
Non-Purchase,Mac,D,Safari,0,0,19-Jan-11,01-12-2029,01-12-1931,FALSE,893.5263251,8
Non-Purchase,Windows,D,MSIE,0,0,20-Jan-11,01-01-2030,01-01-1932,FALSE,771.9642612,3
Non-Purchase,Windows,D,MSIE,0,0,21-Jan-11,01-02-2030,01-02-1932,FALSE,933.6908325,11
Non-Purchase,Windows,D,Chrome,0,0,22-Jan-11,01-03-2030,01-03-1932,FALSE,978.0225508,9
Non-Purchase,Windows,D,Chrome,0,0,23-Jan-11,01-04-2030,01-04-1932,FALSE,404.4875132,7
Non-Purchase,Windows,D,MSIE,0,0,24-Jan-11,01-05-2030,01-05-1932,FALSE,179.4210388,16
Non-Purchase,Mac,D,Safari,0,0,25-Jan-11,01-06-2030,01-06-1932,FALSE,945.0920709,4
Non-Purchase,Windows,D,MSIE,0,0,26-Jan-11,01-07-2030,01-07-1932,FALSE,985.4720834,3
Non-Purchase,Windows,D,MSIE,0,0,27-Jan-11,01-08-2030,01-08-1932,FALSE,342.5477096,4
Non-Purchase,Windows,D,MSIE,0,0,28-Jan-11,01-09-2030,01-09-1932,FALSE,230.8417531,2
Non-Purchase,Windows,D,Chrome,0,0,29-Jan-11,01-10-2030,01-10-1932,FALSE,666.8470165,7
Non-Purchase,Windows,D,Chrome,0,0,30-Jan-11,01-11-2030,01-11-1932,FALSE,94.86281125,11
Non-Purchase,Windows,D,Chrome,0,0,31-Jan-11,01-12-2030,01-12-1932,FALSE,894.3254803,3
Non-Purchase,Windows,D,MSIE,0,0,01-Feb-11,01-01-2031,01-01-1933,FALSE,675.3495328,10
Non-Purchase,Mac,D,Firefox,0,0,02-Feb-11,01-02-2031,01-02-1933,FALSE,774.7346023,4
Non-Purchase,Mac,D,Firefox,0,0,03-Feb-11,01-03-2031,01-03-1933,FALSE,269.416462,13
Non-Purchase,Windows,D,Chrome,0,0,04-Feb-11,01-04-2031,01-04-1933,FALSE,265.6389103,3
Non-Purchase,Mac,D,Chrome,0,0,05-Feb-11,01-05-2031,01-05-1933,FALSE,485.9187416,3
Non-Purchase,Windows,D,MSIE,0,0,06-Feb-11,01-06-2031,01-06-1933,FALSE,826.8980799,5
Non-Purchase,iOS,T,Safari,0,0,07-Feb-11,01-07-2031,01-07-1933,FALSE,578.7233722,4
Non-Purchase,Windows,D,MSIE,0,0,08-Feb-11,01-08-2031,01-08-1933,FALSE,557.3178398,4
Non-Purchase,Windows,D,Chrome,0,0,09-Feb-11,01-09-2031,01-09-1933,FALSE,239.2438863,3
Non-Purchase,Windows,D,Chrome,0,0,10-Feb-11,01-10-2031,01-10-1933,FALSE,192.4355054,3
Non-Purchase,iOS,T,Safari,0,0,11-Feb-11,01-11-2031,01-11-1933,FALSE,24.69542412,3
Non-Purchase,iOS,T,Safari,0,0,12-Feb-11,01-12-2031,01-12-1933,FALSE,65.6009632,4
Non-Purchase,iOS,T,Chrome,0,0,13-Feb-11,01-01-2032,01-01-1934,FALSE,872.8847582,3
Non-Purchase,Windows,D,Firefox,0,0,14-Feb-11,01-02-2032,01-02-1934,FALSE,602.5550486,5
Non-Purchase,Windows,D,MSIE,0,0,15-Feb-11,01-03-2032,01-03-1934,FALSE,373.5525467,2
Non-Purchase,Windows,D,Chrome,0,0,16-Feb-11,01-04-2032,01-04-1934,FALSE,730.2056677,2
Non-Purchase,Windows,D,Firefox,0,0,17-Feb-11,01-05-2032,01-05-1934,FALSE,651.5539094,5
Purchase,Windows,D,Chrome,1,1,18-Feb-11,01-06-2032,01-06-1934,TRUE,80.63434862,61
Non-Purchase,Windows,D,Chrome,0,1,19-Feb-11,01-07-2032,01-07-1934,TRUE,254.1158883,3
Non-Purchase,Windows,D,Chrome,0,0,20-Feb-11,01-08-2032,01-08-1934,FALSE,566.3380339,2
Non-Purchase,Windows,D,MSIE,0,0,21-Feb-11,01-09-2032,01-09-1934,FALSE,9.83574242,2
Non-Purchase,Windows,D,Chrome,0,0,22-Feb-11,01-10-2032,01-10-1934,FALSE,332.1282503,11
Non-Purchase,Windows,D,MSIE,0,0,23-Feb-11,01-11-2032,01-11-1934,FALSE,732.1445646,6
Non-Purchase,Others,D,Chrome,0,0,24-Feb-11,01-12-2032,01-12-1934,FALSE,510.0606972,7
Non-Purchase,Windows,D,Chrome,0,0,25-Feb-11,01-01-2033,01-01-1935,FALSE,325.7456156,4
Non-Purchase,Windows,D,MSIE,0,0,26-Feb-11,01-02-2033,01-02-1935,FALSE,281.3882249,8
Non-Purchase,Windows,D,Chrome,0,0,27-Feb-11,01-03-2033,01-03-1935,FALSE,218.544084,11
Non-Purchase,Mac,D,Safari,0,0,28-Feb-11,01-04-2033,01-04-1935,FALSE,883.6917606,7
Non-Purchase,Windows,D,Chrome,0,0,01-Mar-11,01-05-2033,01-05-1935,FALSE,385.9146722,12
Non-Purchase,Windows,D,Chrome,0,0,02-Mar-11,01-06-2033,01-06-1935,FALSE,852.5169578,2
Non-Purchase,Windows,D,Chrome,0,0,03-Mar-11,01-07-2033,01-07-1935,FALSE,896.4212037,8
Non-Purchase,Windows,D,Chrome,0,0,04-Mar-11,01-08-2033,01-08-1935,FALSE,201.5318647,7
Non-Purchase,Windows,D,Firefox,0,0,05-Mar-11,01-09-2033,01-09-1935,FALSE,27.667983,3
Non-Purchase,Windows,D,Chrome,0,0,06-Mar-11,01-10-2033,01-10-1935,FALSE,362.1145337,4
Non-Purchase,Windows,D,Firefox,0,0,07-Mar-11,01-11-2033,01-11-1935,FALSE,145.8224279,2
Non-Purchase,Windows,D,MSIE,0,0,08-Mar-11,01-12-2033,01-12-1935,FALSE,697.9464857,7
Non-Purchase,Windows,D,Chrome,0,0,09-Mar-11,01-01-2034,01-01-1936,FALSE,326.3783644,2
Non-Purchase,Windows,D,MSIE,0,0,10-Mar-11,01-02-2034,01-02-1936,FALSE,197.0926281,2
Purchase,Mac,D,Safari,1,1,11-Mar-11,01-03-2034,01-03-1936,TRUE,217.4410244,13
Non-Purchase,Windows,D,Chrome,0,0,12-Mar-11,01-04-2034,01-04-1936,FALSE,786.8739311,5
Non-Purchase,iOS,T,Safari,0,0,13-Mar-11,01-05-2034,01-05-1936,FALSE,562.8336115,7
Non-Purchase,Windows,D,MSIE,0,0,14-Mar-11,01-06-2034,01-06-1936,FALSE,567.2747723,21
Non-Purchase,Windows,D,MSIE,0,0,15-Mar-11,01-07-2034,01-07-1936,FALSE,523.0441997,5
Purchase,Windows,D,Firefox,1,0,16-Mar-11,01-08-2034,01-08-1936,FALSE,497.3425201,5
Non-Purchase,Windows,D,Chrome,0,0,17-Mar-11,01-09-2034,01-09-1936,FALSE,785.759379,19
Non-Purchase,Windows,D,Chrome,0,0,18-Mar-11,01-10-2034,01-10-1936,FALSE,359.0692039,3
Non-Purchase,iOS,T,Safari,0,0,19-Mar-11,01-11-2034,01-11-1936,FALSE,455.2522732,20
Non-Purchase,Windows,D,Firefox,0,0,20-Mar-11,01-12-2034,01-12-1936,FALSE,775.093116,5
Non-Purchase,Mac,D,Safari,0,0,21-Mar-11,01-01-2035,01-01-1937,FALSE,508.9242108,23
Non-Purchase,iOS,T,Safari,0,0,22-Mar-11,01-02-2035,01-02-1937,FALSE,914.489263,2
Non-Purchase,Mac,D,Chrome,0,0,23-Mar-11,01-03-2035,01-03-1937,FALSE,43.7236207,3
Non-Purchase,Windows,D,MSIE,0,0,24-Mar-11,01-04-2035,01-04-1937,FALSE,592.4456182,8
Non-Purchase,Mac,D,Chrome,0,0,25-Mar-11,01-05-2035,01-05-1937,FALSE,583.0299538,16
Non-Purchase,Windows,D,MSIE,0,0,26-Mar-11,01-06-2035,01-06-1937,FALSE,160.8557836,12
Non-Purchase,Windows,D,MSIE,0,0,27-Mar-11,01-07-2035,01-07-1937,FALSE,913.0701711,13
Non-Purchase,Mac,D,Chrome,0,0,28-Mar-11,01-08-2035,01-08-1937,FALSE,506.3806959,4
Non-Purchase,iOS,T,Safari,0,0,29-Mar-11,01-09-2035,01-09-1937,FALSE,91.46861982,5
Non-Purchase,Windows,D,MSIE,0,0,30-Mar-11,01-10-2035,01-10-1937,FALSE,750.5256531,5
Non-Purchase,Mac,D,Safari,0,0,31-Mar-11,01-11-2035,01-11-1937,FALSE,402.2787888,2
Non-Purchase,Windows,D,MSIE,0,0,01-Apr-11,01-12-2035,01-12-1937,FALSE,55.64938312,3
Non-Purchase,Mac,D,Safari,0,0,02-Apr-11,01-01-2036,01-01-1938,FALSE,276.9502747,19
Non-Purchase,iOS,T,Safari,0,0,03-Apr-11,01-02-2036,01-02-1938,FALSE,747.127216,2
Non-Purchase,Mac,D,Safari,0,0,04-Apr-11,01-03-2036,01-03-1938,FALSE,881.4785478,3
Non-Purchase,Windows,D,MSIE,0,0,05-Apr-11,01-04-2036,01-04-1938,FALSE,539.101415,4
Non-Purchase,Windows,D,Firefox,0,0,06-Apr-11,01-05-2036,01-05-1938,FALSE,791.7769433,3
Non-Purchase,Mac,D,Safari,0,0,07-Apr-11,01-06-2036,01-06-1938,FALSE,346.2511835,4
Non-Purchase,Windows,D,Firefox,0,0,08-Apr-11,01-07-2036,01-07-1938,FALSE,760.9538941,5
Non-Purchase,Windows,D,MSIE,0,0,09-Apr-11,01-08-2036,01-08-1938,FALSE,856.401999,8
Non-Purchase,Windows,D,Chrome,0,0,10-Apr-11,01-09-2036,01-09-1938,FALSE,693.8388499,6
Non-Purchase,Windows,D,MSIE,0,0,11-Apr-11,01-10-2036,01-10-1938,FALSE,207.7918623,16
Non-Purchase,Windows,D,Chrome,0,0,12-Apr-11,01-11-2036,01-11-1938,FALSE,281.2897447,13
Non-Purchase,Windows,D,Chrome,0,0,13-Apr-11,01-12-2036,01-12-1938,FALSE,92.71368068,3
Purchase,iOS,T,Safari,1,0,14-Apr-11,01-01-2037,01-01-1939,FALSE,381.9563528,37
Non-Purchase,iOS,T,Safari,0,0,15-Apr-11,01-02-2037,01-02-1939,FALSE,168.0265841,4
Non-Purchase,Windows,D,MSIE,0,0,16-Apr-11,01-03-2037,01-03-1939,FALSE,756.2648517,28
Non-Purchase,Windows,D,MSIE,0,0,17-Apr-11,01-04-2037,01-04-1939,FALSE,64.73626851,10
Non-Purchase,Windows,D,Chrome,0,0,18-Apr-11,01-05-2037,01-05-1939,FALSE,521.1322485,29
Non-Purchase,Windows,D,MSIE,0,0,19-Apr-11,01-06-2037,01-06-1939,FALSE,33.68230513,10
Non-Purchase,iOS,T,Safari,0,0,20-Apr-11,01-07-2037,01-07-1939,FALSE,117.9085771,2
Non-Purchase,Windows,D,MSIE,0,0,21-Apr-11,01-08-2037,01-08-1939,FALSE,550.0623831,8
Non-Purchase,Windows,D,Firefox,0,0,22-Apr-11,01-09-2037,01-09-1939,FALSE,122.5308214,3
Non-Purchase,Windows,D,Chrome,0,0,23-Apr-11,01-10-2037,01-10-1939,FALSE,355.0639443,2
Purchase,Windows,D,MSIE,1,0,24-Apr-11,01-11-2037,01-11-1939,FALSE,299.3449756,9
Non-Purchase,iOS,T,Safari,0,0,25-Apr-11,01-12-2037,01-12-1939,FALSE,173.764177,8
Non-Purchase,Windows,D,Firefox,0,0,26-Apr-11,01-01-2038,01-01-1940,FALSE,2.972137117,13
Non-Purchase,Windows,D,Chrome,0,0,27-Apr-11,01-02-2038,01-02-1940,FALSE,186.7464404,6
Non-Purchase,iOS,T,Safari,0,0,28-Apr-11,01-03-2038,01-03-1940,FALSE,575.1038879,5
Non-Purchase,Windows,D,Chrome,0,0,29-Apr-11,01-04-2038,01-04-1940,FALSE,130.7601943,8
